Taxon	RSG.MB4	UNKG.MB2	LSG.MB6	LSG.MB9	EPRC.MB16	UNKG.MB31	LSG.MB20	LSG.MB7	LSG.MB4	UNKG.MB21	LSG.MB14	UNKG.MB32	EPRC.MB13	RSG.MB2	UNKG.MB6	LSG.MB10	UNKG.MB8	UNKG.MB14	LSG.MB16	LSG.MB8	EPRC.MB9	RSG.MB1	LSG.MB12	LSG.MB15	UNKG.MB35	UNKG.MB17	LSG.MB2	RSG.MB6	PZ.MB7	UNKG.MB27	UNKG.MB4	RSG.MB3	LSG.MB1	UNKG.MB28	EPRC.MB2	SZ.MB8	SZ.MB7	EPRC.MB14	PZ.MB4	UNKG.MB38	SZ.MB11	PZ.MB1	UNKG.MB25	EPRC.MB15	SZ.MB6	EPRC.MB17	EPRC.MB18	EPRC.MB8	EPRC.MB12	EPRC.MB4	PZ.MB9	UNKG.MB11	SZ.MB3	PZ.MB10	PZ.MB2	UNKG.MB12	UNKG.MB5	PZ.MB3	PZ.MB12	UNKG.MB18	EPRC.MB11	SZ.MB5	EPRC.MB3	UNKG.MB36	UNKG.MB37	UNKG.MB33	UNKG.MB15	SZ.MB1	UNKG.MB26	EPRC.MB7	LSG.MB5	UNKG.MB23	UNKG.MB1	UNKG.MB16	UNKG.MB34	RSG.MB5	UNKG.MB20	UNKG.MB19	UNKG.MB10	UNKG.MB24	PZ.MB6	LFG.MB1	UNKG.MB13	EPRC.MB1	LSG.MB17	PZ.MB8	LSG.MB11	EPRC.MB10	UNKG.MB7	PZ.MB5	LSG.MB3	SZ.MB14	PZ.MB11	EPRC.MB5	SZ.MB13	UNKG.MB30	UNKG.MB3	RSG.MB7	LSG.MB19	SZ.MB2	LSG.MB18	UNKG.MB9	UNKG.MB22	LSG.MB13	UNKG.MB29	SZ.MB4	SZ.MB10	SZ.MB15	SZ.MB12	EPRC.MB6	SZ.MB9
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__	1.68981716178e-05	7.98097335951e-05	9.80776775206e-05	0.0	8.78503030835e-05	0.00190022841129	0.0	0.0	1.47151875451e-05	1.66519574376e-05	1.83321417441e-05	2.75831632372e-05	0.0045068094151	0.00962812022415	1.66237220514e-05	1.71611951056e-05	1.66819584619e-05	7.17501659223e-05	0.0	4.50105774857e-05	0.00566825775656	5.15933754106e-05	0.0	0.0	0.0	0.0	0.00500536288881	1.69586378822e-05	0.000162107993398	0.00107375138054	0.0	3.12417014231e-05	0.00640568021764	0.0	0.00305439022595	1.6082858889e-05	0.0024001588075	0.000130504493083	0.00124779037122	0.0	0.000133120340788	7.23990636388e-05	0.0	0.00121996383679	0.00585766586302	0.00253924284395	0.00297038724374	0.00755477209771	0.00591443917323	0.00124116081198	0.000811815031068	0.0	0.00136816316141	0.0030971032975	0.00198365087745	0.000517822904567	0.0	0.00209077209227	0.0058717047719	0.0	0.0030801357348	0.00124293400531	0.007226537036	0.00321794940175	0.0	0.0012113223008	1.63810896701e-05	0.00127323656735	2.17056282694e-05	0.000131242207494	1.64443932841e-05	0.0	0.000710277718588	0.00306174013852	0.0	7.79590325284e-05	0.0	0.0	0.0	2.06032635569e-05	0.0007376405125	0.0	0.000691622719806	0.000654658361858	0.0	0.00104335729191	0.0	0.0224613337228	0.0	0.000175488976102	0.0	0.0	0.00421209579722	3.61918893976e-05	0.00152713042648	0.000275290269299	0.000110476310723	1.73457528924e-05	0.0	0.00115962303048	0.0	0.0	0.0	7.16704592285e-05	0.0	0.000718788840803	4.10239579915e-05	6.25645196609e-05	4.64975705019e-05	1.89915487608e-05	1.78167370428e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__[Clostridium]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96803904589e-05	3.39616233656e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25023564208e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.35762121618e-05	0.0	1.82232346241e-05	0.0	0.0	1.63310633155e-05	0.0	0.0	6.36354958796e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.40529864469e-05	0.000111750572722	0.0	0.0	0.0	0.0	5.4567281458e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59076086092e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.37528444214e-05	0.0	8.98486051004e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	0.416641319409	0.366470334722	0.316414933961	0.464040216078	0.087323201265	0.409470431294	0.532895886316	0.333611900384	0.386185381933	0.491016268962	0.473665878385	0.54005075302	0.214496575612	0.44358974359	0.423073726207	0.333476343293	0.360513804321	0.39229403218	0.515069832195	0.384855441029	0.0561130397049	0.445766763548	0.263021826658	0.524986358276	0.457650437684	0.477477072469	0.434393993565	0.335255312293	0.364153501533	0.494477850043	0.432506791112	0.485902182233	0.498292461749	0.589900386135	0.129057187017	0.264643443018	0.234728312851	0.115030388903	0.423018266265	0.379580381151	0.22000988894	0.407715326882	0.470047705952	0.0694507984228	0.349834806679	0.091132436354	0.113603644647	0.236212540922	0.168488369663	0.176359152744	0.385206232242	0.440455840456	0.160822806962	0.46073966114	0.372222488842	0.433515737618	0.292793118404	0.437785953813	0.477616027016	0.437531333737	0.148124945619	0.253081795273	0.323052280643	0.461429053994	0.522428272521	0.46390081408	0.403826622547	0.459220051657	0.502593822578	0.111621497474	0.498413116048	0.449974974975	0.409084452021	0.497042299575	0.529726454294	0.315266327545	0.462791172865	0.466342196615	0.359057556093	0.557915773859	0.424848863873	0.5444189659	0.42112907409	0.147747040009	0.514596398011	0.427341757477	0.566261667203	0.194800136326	0.452756318384	0.470071152803	0.476749914731	0.298621539085	0.386170906719	0.0414216174155	0.196777118496	0.498388742247	0.37918626306	0.378987354946	0.502766251729	0.287328817553	0.491334259443	0.46941269499	0.450196826912	0.420490584293	0.475874526075	0.184114766618	0.144383820151	0.163481089874	0.28163578453	0.184578862406	0.325832487038
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47370903089e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.2165717778e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70264932235e-05	3.72501909072e-05	0.0	0.0	0.0	0.0	7.27563752774e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18152172184e-05	0.0	0.0	0.0	0.0	1.84067147695e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.10239579915e-05	0.0	2.3248785251e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103159632162	0.0	0.0	0.0	0.0	0.0	0.0	1.6082858889e-05	0.0	0.0	8.66521091123e-05	0.0	0.0	0.000156864637884	0.0	0.0	1.78587373873e-05	0.0	0.0	0.0	0.0	0.0	0.000218565585287	0.0	0.0	4.96861491578e-05	0.0	0.0	0.0	0.000135764421576	0.000106481692755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63781876387e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.20713266304e-05	0.0	0.0	0.0	0.0	0.000144910734987	0.0	0.0	0.0	6.38141731279e-05	0.0	0.0	0.000130463144162	0.0	3.18152172184e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57174747745e-05	0.0	0.0	0.0	0.0	3.26621266311e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.55138859294e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.10239579915e-05	6.25645196609e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	1.68981716178e-05	1.5961946719e-05	0.000228847914215	0.000124980905695	0.0	0.000134359584637	0.0	3.34280461307e-05	4.41455626352e-05	0.000149867616938	0.000164989275697	6.89579080929e-05	0.0	3.39616233656e-05	0.000149613498462	8.58059755281e-05	5.00458753858e-05	1.79375414806e-05	0.000118485167138	0.000135031732457	2.71208505099e-05	0.0	0.000317863954228	0.00014081779937	6.87911672141e-05	0.000149853143919	4.87535346313e-05	0.000288296843997	0.00322742277765	4.60179163087e-05	0.0	0.000156208507115	1.9294217523e-05	0.000210346019202	1.83999411202e-05	0.00689954646338	0.0197426596647	0.0	0.0183009254445	0.0	0.00713144682793	0.0733040519343	6.40348349502e-05	0.0	0.0132154656666	0.0	3.64464692483e-05	0.0	0.0	0.0	0.00690042776407	2.035002035e-05	0.00162270514493	0.00425644677785	0.00796659787877	0.0	0.0	0.00480606052378	0.0124735697227	0.00019016336762	6.9607587227e-05	0.00595927262821	0.0120690618539	0.000586697957224	8.59869873026e-05	1.78135632471e-05	3.27621793402e-05	0.00838517225072	2.17056282694e-05	0.0	0.0	2.5025025025e-05	0.0	1.48628162064e-05	0.000103878116343	1.94897581321e-05	4.086636698e-05	1.78935690513e-05	4.24142172456e-05	8.24130542278e-05	0.0038966661856	1.47939936386e-05	1.72905679952e-05	0.0	0.000108121466745	0.0103031532576	0.000375496191396	0.0	3.49564791834e-05	0.0176127117833	1.89487247508e-05	0.00133290590359	0.00251607492312	0.0	0.0221911140098	0.00011335481677	1.57823301032e-05	3.46915057848e-05	6.14722606424e-05	0.0048961861287	1.65376728187e-05	0.000143771116383	0.000170412910482	0.00012542330365	3.57679376207e-05	0.000748738375837	0.00149737446669	0.000437951637626	0.0162509008904	1.89915487608e-05	0.000481051900155
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	0.0536685930582	0.0390748455682	0.038806067739	0.129049728514	0.0131995080383	0.125568628956	0.0641804663082	0.0706668895203	0.12893447327	0.107671556792	0.140497534327	0.146576929442	0.0759072660002	0.0587875700458	0.0658133156014	0.0870930651611	0.0450412878472	0.132038242838	0.125120336498	0.157011897796	0.0650900412237	0.0339828366038	0.0257681712227	0.128320219676	0.0969095568129	0.0722891566265	0.080784606884	0.048230366137	0.0207350860646	0.158270953491	0.0603364212579	0.0508302482153	0.0755175673851	0.119401415328	0.0247295208655	0.0366367525491	0.0429321639327	0.0269771430702	0.023621364944	0.0666130203529	0.0633652822151	0.00675724593962	0.0805558223674	0.0136374528898	0.0599160639343	0.0226058567471	0.032291571754	0.0247908447354	0.0506802650003	0.0323028432381	0.020123645674	0.140008140008	0.0318018390658	0.0185494956856	0.0126377757515	0.111611828755	0.0330345525517	0.0157622493449	0.0179193477236	0.124833607053	0.00859653702254	0.0435026901859	0.0546832802518	0.155954984266	0.0927226346413	0.16167590003	0.130737476657	0.0361235403252	0.159145666471	0.0351729116084	0.140533785006	0.0918168168168	0.0464876766816	0.10386135965	0.101783240997	0.0821298407687	0.144217409072	0.107182478617	0.108241082411	0.116408439097	0.0168214108177	0.0857163991419	0.123523817757	0.0690009913398	0.0937413116679	0.0182732436819	0.0975619568716	0.0512683188081	0.0638654874681	0.0165916850132	0.0730852313639	0.0375913209266	0.0220109961793	0.0123052423952	0.0300017498369	0.138892037634	0.0407499763265	0.0341364416923	0.0611341632089	0.0306839935208	0.0828372031488	0.0797570268133	0.131575808183	0.078962928455	0.162082409328	0.0345917129637	0.0108098129308	0.0239622110301	0.042615023365	0.0254486753395	0.0215404350847
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Papillibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05119789957e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	0.0382405623712	0.0828584654184	0.157104093108	0.0271902903723	0.0388078713872	0.0349910746847	0.0325173263963	0.0199231154939	0.0362140765484	0.0353354536826	0.0305780124292	0.0195840458984	0.0113752656853	0.0586687043641	0.0461640761366	0.0435894355683	0.0908499457836	0.0457945433999	0.0301248537449	0.0333528379169	0.0630559774355	0.0314719590005	0.00292434837889	0.0279699353998	0.0493404646843	0.0449709284901	0.0623395196152	0.158698933302	0.0627800047159	0.0327647564118	0.0780455526921	0.0194010965837	0.0254876613479	0.0231230373965	0.045779053507	0.236836179999	0.0480392687636	0.0527983892017	0.0167585179023	0.0402151086338	0.0544081849992	0.159096942346	0.0343867063683	0.0188658693332	0.136369318689	0.0394407070307	0.0201548974943	0.220151655055	0.014838345629	0.0820309310339	0.0666312798576	0.0279812779813	0.178402112698	0.0521373325163	0.113388043704	0.060557289407	0.0546841116091	0.0494318258957	0.0292672538371	0.0573947618636	0.0394849038545	0.191548048764	0.149540891397	0.0286059700962	0.0489839204334	0.0224450896913	0.0357107754808	0.0761031685401	0.0329925549695	0.103943828335	0.0462087451283	0.03495995996	0.0661090986576	0.0332035314051	0.0473684210526	0.0228030170146	0.0359419697589	0.0335146548331	0.0405267845782	0.0257334761826	0.0430076490114	0.0486130630964	0.0540330249849	0.0662140171708	0.0299342003645	0.0459511940645	0.0177019633087	0.0373760488177	0.0539553256196	0.0319389936505	0.0324402167734	0.161922758946	0.0511601901034	0.0598613850636	0.128851629735	0.0313507036095	0.047852024873	0.127404554995	0.0370831412325	0.112685907819	0.0366309452934	0.028736251887	0.0195293195412	0.0369640393471	0.0334966735818	0.36489016008	0.19586888743	0.0671317295961	0.261990560993	0.031601937138	0.0562830723181
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__	0.000135185372943	0.000239429200785	0.000294233032562	0.00023607504409	0.0	0.00017274803739	0.000174719962726	0.000183854253719	0.000161867062996	0.000199823489251	0.000146657133953	0.000262040050753	1.96803904589e-05	0.000220750551876	0.000282603274873	6.86447804225e-05	0.000233547418467	3.58750829611e-05	8.88638753536e-05	0.000135031732457	8.13625515296e-05	0.000137582334428	0.0004662004662	0.00014081779937	0.000154780126232	8.99118863514e-05	0.000178762960315	0.000186545016704	1.47370903089e-05	0.000138053748926	0.000348262171763	0.000218691909961	9.6471087615e-05	0.000270444881831	3.67998822404e-05	0.0	0.0	3.72869980238e-05	3.46608436449e-05	0.000117760200977	1.90171915412e-05	0.0	0.000224121922326	0.000152495479598	5.35762121618e-05	1.64885898958e-05	0.000164009111617	8.39419121968e-05	8.35963134026e-05	4.89931899466e-05	1.56118275205e-05	0.00010175010175	1.59088739699e-05	0.0	4.79915534866e-05	6.99760681847e-05	0.000487928292612	0.0	0.0	0.000242026104244	1.74018968068e-05	5.10794796704e-05	3.72501909072e-05	0.000337795793553	0.000200636303706	7.12542529882e-05	0.000131048717361	0.0	0.000260467539233	2.1873701249e-05	8.22219664205e-05	7.50750750751e-05	0.000230840258541	0.000267530691715	6.92520775623e-05	7.79590325284e-05	0.00016346546792	8.94678452564e-05	6.36213258684e-05	0.000103016317785	1.60356633152e-05	0.000147939936386	0.000190196247947	1.87045246245e-05	0.000139013314386	0.0	0.000174337517434	9.73757242319e-05	0.000297130073059	1.5953543282e-05	9.47436237541e-05	1.68722266277e-05	0.0	0.0	0.0	0.000421032176574	0.000205170291342	8.6728764462e-05	9.22083909636e-05	1.84067147695e-05	9.92260369121e-05	0.000161742505931	0.000136330328386	0.000179176148071	0.000232491594535	1.49747675167e-05	0.0	0.0	0.0	3.79830975216e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Anaerovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000501061070502	0.0	0.0	0.0	0.0	0.0	1.83999411202e-05	0.0	0.0	0.0	0.00124779037122	0.0	0.0	0.00312522624707	0.0	0.0	8.92936869363e-05	0.0	0.0	0.0	0.0	0.0	0.000515190308177	0.0	0.0	8.28102485964e-05	0.000767864855785	0.0	0.0	0.0	9.12700223612e-05	0.0	0.0	0.0	3.72501909072e-05	0.0	0.0	0.0	0.0	1.81890938193e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41426532609e-05	0.0	0.0	0.0	0.0	1.44910734987e-05	0.0	3.2458574744e-05	0.0	0.00143581889538	0.0	0.0	0.000335476656416	0.0	0.000318152172184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49747675167e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6082858889e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82232346241e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44910734987e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.86375920231e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89915487608e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium	1.68981716178e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101685923131	0.0	0.0	0.0	0.0	0.0	0.0	0.0010293029689	0.000794037500226	0.0	0.00194100724412	0.0	0.000437395405447	0.000796389700027	0.0	0.0	0.0018215912135	0.0	0.0	0.0	0.0	0.0	0.00138945264933	0.0	0.0010022590601	0.00167276702165	0.00172769592552	0.0	0.0	0.00157486729028	0.00106481692755	0.0	6.9607587227e-05	0.00171967581557	0.00147138254084	0.0	1.43311645504e-05	0.0	0.0	0.00114591291062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00214877888424	0.0	0.0	0.0	0.0	0.00130419661489	0.0	0.0	0.0	0.00175488976102	0.0	0.000860483558015	0.00210604789861	0.0	0.000636304344368	0.0	0.0	0.0	0.0	0.00149094389633	0.0	0.0	0.0	0.0	0.0	0.00112310756376	0.000102559894979	0.0	0.00095320019529	0.0301965625297	0.000195984107471
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Selenomonas	0.0	1.5961946719e-05	0.0	0.0	0.0	0.0	0.0	1.67140230654e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.48262171763e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.45739960476e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.035002035e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12071086228e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58352296142e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae];g__Acidaminobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95879872772e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__	0.00354861603974	0.00381490526585	0.00465868968223	0.00145811056644	0.0235438812264	0.00293671663564	0.00572693211159	0.00720374394117	0.00807863796224	0.00361347476396	0.00339144622266	0.00226181938545	0.00722270329843	0.00185090847343	0.00438866262156	0.00217947177841	0.0044707648678	0.00333638271539	0.00371747211896	0.00132031027291	0.00279344760252	0.0247820179889	0.0013986013986	0.00380208058299	0.00337076719349	0.00612899358629	0.00315272857282	0.00454491495243	0.00137054939873	0.00294514664376	0.00548512920527	0.0185575706453	0.00706168361342	0.00258425109305	0.0151063516597	0.0032165717778	0.00366340028513	0.0112606734032	0.00103982530935	0.00280661812329	0.00363228358436	0.00191857518643	0.00342586366984	0.0230486024879	0.00208947227431	0.00326474079937	0.028993166287	0.0309745656006	0.0154862170578	0.00723466104878	0.00087426234115	0.002442002442	0.00151134302714	0.00442206727505	0.00340740029755	0.0034848081956	0.00280106982796	0.00298681727467	0.00471561782199	0.004961535137	0.0146697990081	0.00330313968535	0.00519640163156	0.00202677476132	0.00246496030267	0.00203074621016	0.00312878812699	0.0011277238168	0.00486206073235	0.00376227661483	0.00371643288221	0.0029029029029	0.00740464521628	0.00422103980262	0.00391274238227	0.0026700968641	0.00290151205558	0.00354292667215	0.00400814352971	0.00337893522334	0.00439377174837	0.00381685035875	0.003561857007	0.00383442754802	0.00478823638442	0.00399953628565	0.00178360690913	0.012301799828	0.00422973398119	0.00106888739989	0.00378974495016	0.00104607805092	0.00309384027584	0.0140786449757	0.00130442390595	0.00445322494454	0.00350367728291	0.00407625192972	0.00477946826495	0.00206155205419	0.00671429516438	0.00258788009489	0.00439665309044	0.00496317930157	0.00202088847557	0.00136270384402	0.0137840498851	0.00581850032846	0.00234812731035	0.0128192954135	0.00219145865626
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Anaerovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12071086228e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
