L1	L2	L3	Other	Description	KO
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SWI6, regulatory protein SWI6"	K06648
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CLN1, G1/S-specific cyclin CLN1"	K12760
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CLN2, G1/S-specific cyclin CLN2"	K06650
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SIC1, substrate and inhibitor of the cyclin-dependent protein kinase CDC28"	K03085
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MBP1, transcription factor MBP1"	K06647
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CLB5_6, S-phase entry cyclin 5/6"	K06651
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CDC6, cell division control protein 6"	K02213
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"ORC1, origin recognition complex subunit 1"	K02603
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"ORC2, origin recognition complex subunit 2"	K02604
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"ORC3, origin recognition complex subunit 3"	K02605
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"ORC4, origin recognition complex subunit 4"	K02606
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"ORC5, origin recognition complex subunit 5"	K02607
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"ORC6, origin recognition complex subunit 6"	K02608
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MCM2, minichromosome maintenance protein 2"	K02540
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MCM3, minichromosome maintenance protein 3"	K02541
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MCM4, CDC54, minichromosome maintenance protein 4 (cell division control protein 54)"	K02212
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MCM5, CDC46, minichromosome maintenance protein 5 (cell division control protein 46)"	K02209
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MCM6, minichromosome maintenance protein 6"	K02542
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MCM7, CDC47, minichromosome maintenance protein 7 (cell division control protein 47)"	K02210
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"TAH11, DNA replication licensing factor, required for pre-replication complex assembly"	K12414
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CDC7, cell division control protein 7 [EC:2.7.11.1]"	K02214
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"DBF4, regulatory subunit for Cdc7p protein kinase"	K02309
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CDC45, cell division control protein 45"	K06628
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MCM1, minichromosome maintenance protein 1"	K12412
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"WHI5, G1-specific transcriptional repressor WHI5"	K12413
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"FAR1, cyclin-dependent kinase inhibitor FAR1"	K06652
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"APC1, anaphase-promoting complex subunit 1"	K03348
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"APC2, anaphase-promoting complex subunit 2"	K03349
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"APC3, CDC27, anaphase-promoting complex subunit 3"	K03350
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"APC4, anaphase-promoting complex subunit 4"	K03351
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"APC5, anaphase-promoting complex subunit 5"	K03352
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"APC6, CDC16, anaphase-promoting complex subunit 6"	K03353
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"APC7, anaphase-promoting complex subunit 7"	K03354
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"APC8, CDC23, anaphase-promoting complex subunit 8"	K03355
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"APC9, anaphase-promoting complex subunit 9"	K03356
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"APC10, DOC1, anaphase-promoting complex subunit 10"	K03357
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"APC11, anaphase-promoting complex subunit 11"	K03358
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"APC12, CDC26, anaphase-promoting complex subunit 12"	K03359
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SWM1, APC13, anaphase-promoting complex subunit SWM1"	K12416
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CDC20, cell division cycle 20, cofactor of APC complex"	K03363
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SKP1, CBF3D, S-phase kinase-associated protein 1"	K03094
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CUL1, CDC53, cullin 1"	K03347
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"RBX1, ROC1, RING-box protein 1"	K03868
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"GRR1, F-box and leucine-rich repeat protein GRR1"	K03360
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CDC4, F-box and WD-40 domain protein CDC4"	K03361
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"PCL1, G1/S-specific cyclin PLC1"	K06656
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"PCL2, G1/S-specific cyclin PLC2"	K06657
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"PHO85, negative regulator of the PHO system [EC:2.7.11.22]"	K06655
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"PHO81, CDK inhibitor PHO81"	K06653
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"PHO80, phosphate system cyclin PHO80"	K06654
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"PHO4, phosphate system positive regulatory protein PHO4"	K06658
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"PHO2, regulatory protein PHO2"	K02646
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CLB3_4, G2/mitotic-specific cyclin 3/4"	K06659
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"TTK, MPS1, serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]"	K08866
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MAD1, mitotic spindle assembly checkpoint protein MAD1"	K06679
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MAD2, mitotic spindle assembly checkpoint protein MAD2"	K02537
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MAD3, spindle assembly checkpoint component MAD3"	K06680
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"BUB1, checkpoint serine/threonine-protein kinase [EC:2.7.11.1]"	K02178
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"BUB3, cell cycle arrest protein BUB3"	K02180
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"DAM1, DASH complex subunit DAM1"	K02307
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CHK1, serine/threonine-protein kinase Chk1 [EC:2.7.11.1]"	K02216
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"PDS1, cell cycle regulator"	K02627
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"ESP1, separase [EC:3.4.22.49]"	K02365
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SLK19, kinetochore protein SLK19"	K12575
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"PPP2R2, protein phosphatase 2 (formerly 2A), regulatory subunit B"	K04354
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"PPP2C, protein phosphatase 2 (formerly 2A), catalytic subunit [EC:3.1.3.16]"	K04382
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"PPP2R1, protein phosphatase 2 (formerly 2A), regulatory subunit A"	K03456
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SPO12, sporulation-specific protein 12"	K12576
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"FOB1, DNA replication fork-blocking protein FOB1"	K12577
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"NET1, ESC5, nucleolar protein involved in exit from mitosis"	K06687
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CDC5, cell cycle serine/threonine-protein kinase CDC5/MSD2 [EC:2.7.11.21]"	K06660
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"BFA1, cell cycle arrest protein BFA1"	K02181
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"BUB2, cell cycle arrest protein BUB2"	K02179
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"LTE1, Gdp/GTP exchange factor required for growth at low temperatures"	K06681
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"TEM1, Gtp-binding protein of the ras superfamily involved in termination of M-phase"	K06682
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CDC15, cell division control protein CDC15 [EC:2.7.11.1]"	K06683
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"DBF2, cell cycle protein kinase DBF2 [EC:2.7.11.-]"	K06684
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"DBF20, cell cycle protein kinase DBF20 [EC:2.7.11.-]"	K06686
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MOB1, maintenance of ploidy protein MOB1 (MPS1 binder 1)"	K06685
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CDC14, cell division cycle 14 [EC:3.1.3.48]"	K06639
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SWI5, regulatory protein SWI5"	K09202
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CDH1, cell division cycle 20-like protein 1, cofactor of APC complex"	K03364
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CLB1_2, G2/mitotic-specific cyclin 1/2"	K02220
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MIH1, M-phase inducer tyrosine phosphatase [EC:3.1.3.48]"	K02555
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CAK1, serine/threonine-protein kinase CAK1 [EC:2.7.11.22]"	K06667
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CKS1, cyclin-dependent kinase regulatory subunit CKS1"	K02219
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SWE1, mitosis inhibitor protein kinase SWE1 [EC:2.7.11.1]"	K03114
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MET30, F-box and WD-40 domain protein MET30"	K10259
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"HSL1, serine/threonine-protein kinase HSL1,negative regulator of Swe1 kinase [EC:2.7.11.-]"	K02515
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"PRMT5, HSL7, protein arginine N-methyltransferase 5 [EC:2.1.1.125]"	K02516
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"GIN4, serine/threonine-protein kinase GIN4 [EC:2.7.11.-]"	K06668
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MEC3, G2-specific checkpoint protein"	K02544
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"DDC1, DNA damage checkpoint protein"	K06663
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"HRAD1, RAD17, cell cycle checkpoint protein [EC:3.1.11.2]"	K02830
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"HRAD17, RAD24, cell cycle checkpoint protein"	K06662
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MEC1, cell cycle checkpoint protein MEC1"	K02543
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"LCD1, ddc2, DNA damage checkpoint protein LCD1"	K12578
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"RAD9, DNA repair protein RAD9"	K06661
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"MRC1, mediator of replication checkpoint protein 1"	K11272
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"RAD53, ser/thr/tyr protein kinase RAD53 [EC:2.7.11.-]"	K02831
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"CHK2, serine/threonine-protein kinase Chk2 [EC:2.7.11.1]"	K06641
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"RFXX, regulatory factor X, other"	K09175
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SSN6, glucose repression mediator protein"	K06665
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"TUP1, glucose repression regulatory protein TUP1"	K06666
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SMC1, structural maintenance of chromosome 1"	K06636
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SMC3, CSPG6, structural maintenance of chromosome 3 (chondroitin sulfate proteoglycan 6)"	K06669
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SCC1, MCD1, RAD21, cohesin complex subunit SCC1"	K06670
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"STAG1_2, SCC3, IRR1, cohesin complex subunit SA-1/2"	K06671
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SCC2, NIPBL, cohesin loading factor subunit SCC2"	K06672
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SCC4, cohesin loading factor subunit SCC4"	K06673
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SMC2, structural maintenance of chromosome 2"	K06674
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"SMC4, structural maintenance of chromosome 4"	K06675
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"BRRN1, BRN1, CAPH, condensin complex subunit 2"	K06676
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"YCS4, CNAP1, CAPD2, condensin complex subunit 1"	K06677
Cellular Processes	Cell Growth and Death	Cell cycle - yeast	ko04111	"YCG1, CAPG, condensin complex subunit 3"	K06678
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"dnaA, chromosomal replication initiator protein"	K02313
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"dnaB, replicative DNA helicase [EC:3.6.4.12]"	K02314
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"gcrA, GcrA cell cycle regulator"	K13583
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"ctrA, two-component system, cell cycle response regulator CtrA"	K13584
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"ccrM, modification methylase [EC:2.1.1.72]"	K13581
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"lon, ATP-dependent Lon protease [EC:3.4.21.53]"	K01338
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"ftsZ, cell division protein FtsZ"	K03531
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"ftsQ, cell division protein FtsQ"	K03589
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"ftsA, cell division protein FtsA"	K03590
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"ftsW, spoVE, cell division protein FtsW"	K03588
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"murG, UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]"	K02563
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"hfaA, holdfast attachment protein HfaA"	K13585
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"hfaB, holdfast attachment protein HfaB"	K13586
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"podJ, localization factor PodJL"	K13582
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"K06985, aspartyl protease family protein"	K06985
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"rseP, regulator of sigma E protease [EC:3.4.24.-]"	K11749
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"pleC, two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]"	K07716
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"divJ, two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]"	K11357
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"divK, two-component system, cell cycle response regulator DivK"	K11443
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"cckA, two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"	K13587
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"chpT, histidine phosphotransferase ChpT"	K13588
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"cpdR, two-component system, cell cycle response regulator CpdR"	K13589
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"clpX, CLPX, ATP-dependent Clp protease ATP-binding subunit ClpX"	K03544
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"clpP, CLPP, ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]"	K01358
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"pleD, two-component system, cell cycle response regulator"	K02488
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"dgcB, diguanylate cyclase"	K13590
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"popA, two-component system, cell cycle response regulator PopA"	K13591
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"rcdA, regulator of CtrA degradation"	K13592
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"pdeA, c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]"	K13245
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"tipF, cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF"	K13593
Cellular Processes	Cell Growth and Death	Cell cycle - Caulobacter	ko04112	"flp, pilA, pilus assembly protein Flp/PilA"	K02651
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"CLN3, G1/S-specific cyclin CLN3"	K06646
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"CDC28, CDC2, cyclin-dependent kinase [EC:2.7.11.22]"	K04563
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"SWI4, regulatory protein SWI4"	K06649
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"SWI6, regulatory protein SWI6"	K06648
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"CLN2, G1/S-specific cyclin CLN2"	K06650
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"MATA1, mating-type protein A1"	K09358
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"MATA2, mating-type protein A2"	K09359
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"RME1, zinc finger protein RME1"	K09235
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"HXT, MFS transporter, SP family, sugar:H+ symporter"	K08139
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"SNF1, carbon catabolite-derepressing protein kinase [EC:2.7.11.1]"	K12761
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"K12762, GPR1, G protein-coupled receptor GPR1"	K12762
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"E4.6.1.1, adenylate cyclase [EC:4.6.1.1]"	K01768
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"PKA, protein kinase A [EC:2.7.11.11]"	K04345
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"MSN2_4, zinc finger protein MSN2/4"	K09468
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"SOK2, protein SOK2"	K12763
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"IME1, meiosis-inducing protein 1"	K12764
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"IME2, meiosis induction protein kinase IME2/SME1 [EC:2.7.11.1]"	K12765
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"SIC1, substrate and inhibitor of the cyclin-dependent protein kinase CDC28"	K03085
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"CLB5_6, S-phase entry cyclin 5/6"	K06651
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"CDC6, cell division control protein 6"	K02213
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"TAH11, DNA replication licensing factor, required for pre-replication complex assembly"	K12414
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"ORC1, origin recognition complex subunit 1"	K02603
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"ORC2, origin recognition complex subunit 2"	K02604
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"ORC3, origin recognition complex subunit 3"	K02605
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"ORC4, origin recognition complex subunit 4"	K02606
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"ORC5, origin recognition complex subunit 5"	K02607
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"ORC6, origin recognition complex subunit 6"	K02608
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"MCM2, minichromosome maintenance protein 2"	K02540
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"MCM3, minichromosome maintenance protein 3"	K02541
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"MCM4, CDC54, minichromosome maintenance protein 4 (cell division control protein 54)"	K02212
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"MCM5, CDC46, minichromosome maintenance protein 5 (cell division control protein 46)"	K02209
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"MCM6, minichromosome maintenance protein 6"	K02542
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"MCM7, CDC47, minichromosome maintenance protein 7 (cell division control protein 47)"	K02210
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"CDC45, cell division control protein 45"	K06628
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"CDC7, cell division control protein 7 [EC:2.7.11.1]"	K02214
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"DBF4, regulatory subunit for Cdc7p protein kinase"	K02309
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"MDS1, RIM11, serine/threonine-protein kinase MDS1/RIM11 [EC:2.7.11.1]"	K12766
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"RIM15, serine/threonine-protein kinase RIM15 [EC:2.7.11.1]"	K12767
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"UME6, transcriptional regulatory protein UME6"	K09243
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"SPO11, meiotic recombination protein SPO11"	K10878
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"DMC1, meiotic recombination protein DMC1"	K10872
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"ZIP1, synaptonemal complex protein ZIP1"	K12768
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"NDT80, meiosis-specific transcription factor NDT80"	K12769
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"GIP1, GLC7-interacting protein 1"	K12770
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"SPS1, sporulation-specific protein 1 [EC:2.7.11.1]"	K12771
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"SPS4, sporulation-specific protein 4"	K12772
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"SPR3, sporulation-regulated protein 3"	K12773
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"CLB3_4, G2/mitotic-specific cyclin 3/4"	K06659
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"CDC5, cell cycle serine/threonine-protein kinase CDC5/MSD2 [EC:2.7.11.21]"	K06660
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"SPO12, sporulation-specific protein 12"	K12576
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"SLK19, kinetochore protein SLK19"	K12575
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"CDC14, cell division cycle 14 [EC:3.1.3.48]"	K06639
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"MAM1, monopolin complex subunit MAM1"	K12774
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"LRS4, monopolin complex subunit LRS4"	K12775
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"PPP1C, protein phosphatase 1, catalytic subunit [EC:3.1.3.16]"	K06269
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"MEK1, meiosis-specific serine/threonine-protein kinase MEK1 [EC:2.7.11.1]"	K12776
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"RED1, protein RED1"	K12777
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"HOP1, meiosis-specific protein HOP1"	K12778
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"SUM1, suppressor of MAR1-1 protein"	K12779
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"SWE1, mitosis inhibitor protein kinase SWE1 [EC:2.7.11.1]"	K03114
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"MEC3, G2-specific checkpoint protein"	K02544
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"DDC1, DNA damage checkpoint protein"	K06663
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"HRAD1, RAD17, cell cycle checkpoint protein [EC:3.1.11.2]"	K02830
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"HRAD17, RAD24, cell cycle checkpoint protein"	K06662
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"MEC1, cell cycle checkpoint protein MEC1"	K02543
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"RAD9, DNA repair protein RAD9"	K06661
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"RAD53, ser/thr/tyr protein kinase RAD53 [EC:2.7.11.-]"	K02831
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"CHK1, serine/threonine-protein kinase Chk1 [EC:2.7.11.1]"	K02216
Cellular Processes	Cell Growth and Death	Meiosis - yeast	ko04113	"PDS1, cell cycle regulator"	K02627
