# Constructed from biom file																																																																																																																
#OTU ID	RSG.MB4	UNKG.MB2	LSG.MB6	LSG.MB9	EPRC.MB16	UNKG.MB31	LSG.MB20	LSG.MB7	LSG.MB4	UNKG.MB21	LSG.MB14	UNKG.MB32	EPRC.MB13	RSG.MB2	UNKG.MB6	LSG.MB10	UNKG.MB8	UNKG.MB14	LSG.MB16	LSG.MB8	EPRC.MB9	RSG.MB1	LSG.MB12	LSG.MB15	UNKG.MB35	UNKG.MB17	LSG.MB2	RSG.MB6	PZ.MB7	UNKG.MB27	UNKG.MB4	RSG.MB3	LSG.MB1	UNKG.MB28	EPRC.MB2	SZ.MB8	SZ.MB7	EPRC.MB14	PZ.MB4	UNKG.MB38	SZ.MB11	PZ.MB1	UNKG.MB25	EPRC.MB15	SZ.MB6	EPRC.MB17	EPRC.MB18	EPRC.MB8	EPRC.MB12	EPRC.MB4	PZ.MB9	UNKG.MB11	SZ.MB3	PZ.MB10	PZ.MB2	UNKG.MB12	UNKG.MB5	PZ.MB3	PZ.MB12	UNKG.MB18	EPRC.MB11	SZ.MB5	EPRC.MB3	UNKG.MB36	UNKG.MB37	UNKG.MB33	UNKG.MB15	SZ.MB1	UNKG.MB26	EPRC.MB7	LSG.MB5	UNKG.MB23	UNKG.MB1	UNKG.MB16	UNKG.MB34	RSG.MB5	UNKG.MB20	UNKG.MB19	UNKG.MB10	UNKG.MB24	PZ.MB6	LFG.MB1	UNKG.MB13	EPRC.MB1	LSG.MB17	PZ.MB8	LSG.MB11	EPRC.MB10	UNKG.MB7	PZ.MB5	LSG.MB3	SZ.MB14	PZ.MB11	EPRC.MB5	SZ.MB13	UNKG.MB30	UNKG.MB3	RSG.MB7	LSG.MB19	SZ.MB2	LSG.MB18	UNKG.MB9	UNKG.MB22	LSG.MB13	UNKG.MB29	SZ.MB4	SZ.MB10	SZ.MB15	SZ.MB12	EPRC.MB6	SZ.MB9	KEGG_Pathways
Betalain biosynthesis	0	0	0	2	3	0	1	0	1	2	1	2	0	0	3	0	1	4	1	1	0	5	0	2	1	1	0	1	1	0	2	0	1	0	2	1	2	1	2	0	1	1	2	1	1	3	0	0	0	2	1	0	1	0	1	1	2	1	1	0	11	1	1	0	2	0	6	0	0	23	0	1	0	1	0	1	1	0	0	0	0	2	0	2	1	0	0	2	2	1	29	0	1	0	0	0	1	1	1	2	1	0	1	2	0	0	2	0	0	2	1	Metabolism; Biosynthesis of Other Secondary Metabolites; Betalain biosynthesis
Bile secretion	1	0	0	0	290	0	0	0	2	0	0	2	33	1	3	0	0	5	1	0	1481	3	1	0	0	0	0	0	1380	0	4	2	2	0	542	21	256	540	392	0	832	100	0	326	245	237	870	170	34	316	1605	0	172	869	1061	1	3	985	985	0	11	746	277	0	1	1	0	85	0	932	0	0	0	2	0	0	0	0	1	2	1182	2	0	155	1	1140	2	43	0	132	15	120	933	1354	246	0	0	1	0	497	0	0	0	3	0	155	193	28	18	187	694	Organismal Systems; Digestive System; Bile secretion
Biosynthesis and biodegradation of secondary metabolites	26313	30910	35993	30564	23790	19101	19914	24507	27520	21661	20931	27772	32842	30020	29318	23474	28727	23761	25243	27450	23936	27594	21970	21102	23220	25369	26045	27258	24416	21140	24873	24764	19725	25276	30086	29502	24427	23107	21196	27545	23786	27452	25451	24098	26388	26769	32166	23620	32699	45452	24768	18278	18072	22876	23201	29210	32601	28673	26599	23977	32575	29777	25220	19451	29538	19083	24480	21280	16297	34845	21971	14220	24992	28087	22567	21895	17165	24218	18104	16765	22979	26895	24280	32836	24865	25972	29672	43419	24321	22572	23389	26340	21473	49130	32864	23079	29940	29078	30906	24858	22237	20892	21701	23846	25719	17522	26251	14273	20790	26404	22780	Unclassified; Metabolism; Biosynthesis and biodegradation of secondary metabolites
"Biosynthesis of 12-, 14- and 16-membered macrolides"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Metabolism; Metabolism of Terpenoids and Polyketides; Biosynthesis of 12-, 14- and 16-membered macrolides"
Biosynthesis of ansamycins	61227	79534	101040	80806	44654	49138	51428	68384	65503	64940	57788	73425	43746	75128	74535	62137	73505	59357	69078	71564	56270	57623	74819	57392	62540	74025	78683	82517	62525	57138	70068	73653	53709	68864	58473	82248	68190	64683	52675	52745	61706	99434	74628	49157	71834	59818	46594	50926	40829	82033	64126	44083	66129	53308	56446	80878	84832	56877	53364	70665	51559	77590	66696	54764	79027	51644	54882	54246	45046	70480	55233	40402	62209	73161	59143	45418	46135	54053	47294	47770	47576	66149	64364	68359	69725	54519	84537	64552	63303	61838	48163	69960	55154	61528	92954	62948	84959	66468	64916	64123	59368	56226	58635	65145	53835	86667	65494	31479	57486	50359	50970	Metabolism; Metabolism of Terpenoids and Polyketides; Biosynthesis of ansamycins
Biosynthesis of siderophore group nonribosomal peptides	3233	3614	1759	3712	3474	2486	4683	3705	3807	3948	2934	4689	9234	3867	3751	3661	3675	4586	3734	3241	6309	4950	2242	3026	3142	3531	3464	2370	2597	2340	2335	2536	3528	2689	6221	7245	4863	4026	1957	5169	3939	3385	3330	4986	3192	8612	9576	4313	9730	9649	2280	2320	2479	1640	6726	4396	3253	2598	1791	5557	9130	2566	3687	2739	3640	2306	3708	2375	1474	9623	3025	2082	3096	5425	3063	3455	2191	4228	2067	1986	2102	3839	3898	6881	3134	1334	2903	10861	3009	2368	4849	6279	1808	12759	2612	2653	3810	3342	7814	2265	2669	2740	4193	4800	4634	1721	2011	1586	4020	4035	3368	Metabolism; Metabolism of Terpenoids and Polyketides; Biosynthesis of siderophore group nonribosomal peptides
Biosynthesis of type II polyketide backbone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	Metabolism; Metabolism of Terpenoids and Polyketides; Biosynthesis of type II polyketide backbone
Biosynthesis of type II polyketide products	0	0	0	1	2	0	1	0	1	2	1	0	0	1	1	0	1	3	1	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	2	1	0	1	0	0	1	0	1	0	1	2	0	0	0	2	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	4	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	2	0	2	0	1	0	0	0	1	1	1	1	1	0	1	5	0	0	2	0	0	2	1	Metabolism; Metabolism of Terpenoids and Polyketides; Biosynthesis of type II polyketide products
Biosynthesis of unsaturated fatty acids	63190	71768	93306	76684	49508	48739	52729	64497	71093	59715	54512	70427	109910	69238	73301	62135	68535	61072	64862	67910	54366	79736	63087	54465	58992	70250	72116	74318	63163	57963	64997	68420	55529	65692	92256	75005	57967	51902	49146	78557	56446	101647	70049	62831	65973	81414	95103	71662	109110	133802	59726	47264	67605	51069	56572	75680	71542	56692	51554	62975	108829	74518	63115	54760	75991	51112	64230	54018	43414	97031	56965	38071	56757	71188	56707	58474	44359	67614	44842	45197	46854	74871	60450	101188	65136	53719	76683	146206	63817	55726	68551	60872	50392	165978	78667	61237	74250	79607	89540	62208	56706	56259	57280	58585	78429	103509	65551	32288	54301	71597	46890	Metabolism; Lipid Metabolism; Biosynthesis of unsaturated fatty acids
Biosynthesis of vancomycin group antibiotics	25491	29945	40044	30634	21055	17510	20145	27459	26684	22251	20576	25857	25413	28927	30252	24548	28983	23430	24283	27167	32532	25842	31477	20241	22634	27456	30363	31090	27944	19402	26760	27540	20799	24621	31278	28755	25991	23582	21989	23408	25461	53326	28007	26105	24826	26971	29624	21436	25345	43838	25980	16424	30084	25839	28217	29226	33474	32565	27514	25399	25506	28176	24285	18692	29492	18126	21364	20053	15751	38477	19609	14640	24430	28107	20779	19580	15737	23084	18435	16245	26686	24545	23539	32577	25542	30628	29220	35471	24388	24097	21506	23947	23361	40524	31195	21838	35065	27204	28777	23547	21837	21206	21609	24873	21300	55696	26503	13532	20538	24931	18219	Metabolism; Metabolism of Terpenoids and Polyketides; Biosynthesis of vancomycin group antibiotics
Biotin metabolism	66707	76039	103332	83756	50259	46536	52882	72851	71088	61205	56040	71819	65240	76780	79311	65770	72911	58901	65569	73532	76418	67671	79266	55128	59743	72561	81889	77476	64621	53966	69067	74060	56745	67740	79922	69915	67208	55434	55246	60613	66407	93258	75627	61188	58905	57130	74277	50932	63955	110464	60326	44140	65781	60735	67222	75309	87592	80750	69084	67696	61680	65304	58140	50924	79067	50440	55730	49646	44108	90627	52674	38974	60985	75198	55522	50065	42128	61654	48670	44247	67416	66346	60867	82349	69131	73978	77727	91132	64405	58635	56421	60494	53528	98912	71989	59255	89822	67319	76905	55360	57211	57429	58859	64188	57545	80766	63433	34304	48159	67561	47142	Metabolism; Metabolism of Cofactors and Vitamins; Biotin metabolism
Bisphenol degradation	38355	51160	77789	58904	27601	33768	32251	54425	44832	45279	41175	45786	40368	46166	47629	46979	45762	39524	45825	51143	31394	39482	67096	37750	40677	53453	57223	52232	29662	36813	46484	56279	35834	45263	56658	50772	48481	35819	27119	38715	46586	37532	57700	31499	42342	39464	35651	33588	39930	60033	31767	29992	30188	24912	27987	52232	64266	29240	27509	46226	39713	49964	39570	39769	51476	36045	37408	32708	30611	44806	34877	26520	38344	50791	37071	29173	31722	35234	35507	31183	24036	41215	41458	49729	48069	27181	53508	56376	45318	31374	32436	41449	28804	56317	57221	43808	52404	41853	46966	42674	37353	38662	38421	45647	40164	27175	43746	19748	36138	37748	32695	Metabolism; Xenobiotics Biodegradation and Metabolism; Bisphenol degradation
Bladder cancer	3	2	1	0	15	1	1	2	3	3	0	2	12	2	15	2	0	8	2	1	12	4	2	1	1	0	1	1	13	0	4	1	0	0	13	124	2	5	24	0	11	1	2	21	2	22	22	10	9	19	12	0	3	4	4	4	2	8	7	1	28	0	5	1	26	0	12	1	0	86	2	0	0	7	0	3	1	0	1	1	1	4	1	9	1	8	0	20	1	6	30	1	11	15	0	2	1	0	2	0	2	0	3	14	1	3	0	0	42	21	3	Human Diseases; Cancers; Bladder cancer
Butanoate metabolism	309568	364420	462972	411886	248343	264732	256470	342388	360719	321033	298829	370366	296228	347225	347726	328362	346956	318885	352865	372437	268623	305704	349436	292945	310381	365678	384921	373247	286476	323206	335155	358956	277651	344287	365977	357211	313211	306387	241977	287590	313283	392013	359814	273743	317771	294331	312676	276687	285869	424907	275391	243766	292630	242133	252156	403098	380166	285880	262309	328683	279729	363012	306717	298637	380014	282072	309005	269277	234653	352273	304057	200015	301263	371586	298032	244319	248810	294600	252727	238551	240149	339909	325039	364463	348567	270264	397679	401730	319814	263509	268758	308487	246350	381089	376186	328532	375984	330711	351113	310791	298911	284643	305977	317410	306840	348708	303298	156303	255733	288700	246982	Metabolism; Carbohydrate Metabolism; Butanoate metabolism
Butirosin and neomycin biosynthesis	31542	42338	59253	38571	26142	24618	26679	31476	34035	30484	28226	35816	35567	38168	39425	32538	41488	32530	33255	35822	39235	33128	34811	27518	31596	35046	39532	52361	32366	27596	36792	33065	26056	32569	41991	51676	34274	32953	26111	31733	31772	47440	36004	34774	43695	37181	35986	41059	35362	61888	33684	22069	40089	29785	32956	43425	38767	37344	33442	35424	35660	52595	42476	26919	41054	24859	29694	31825	21041	53630	28177	19526	32568	35768	30642	26013	22748	30506	22829	21789	30563	34094	33927	45766	33063	35524	37876	51416	32181	29539	28652	38654	29465	58230	58123	30894	45696	45471	38431	40038	29397	26732	29616	31369	31413	47526	45387	17760	40668	29817	29410	Metabolism; Biosynthesis of Other Secondary Metabolites; Butirosin and neomycin biosynthesis
C5-Branched dibasic acid metabolism	164672	201342	278945	223489	122061	131097	133610	188126	183448	167424	155242	192730	135207	191181	189736	172454	190736	155482	180814	197644	142309	159097	202497	150979	163296	198013	215175	202766	166476	153347	181309	196099	141124	181852	191663	184144	172494	141549	133322	149255	170190	262301	201063	127254	164879	120860	152179	129774	130164	233496	162834	121308	186905	145064	153083	203603	225297	173456	155683	176277	129170	191886	158497	146584	207481	142916	151136	131641	123774	177963	146315	104792	163052	193215	153936	120870	121598	151439	132099	123529	142566	174753	163269	188003	184864	163895	211089	194468	171246	146784	134392	163235	142055	193516	201583	166880	212637	174828	185184	160604	152784	150610	154526	167785	149448	253765	172004	85846	133598	145125	130279	Metabolism; Carbohydrate Metabolism; C5-Branched dibasic acid metabolism
CAM ligands	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Environmental Information Processing; Signaling Molecules and Interaction; CAM ligands
Caffeine metabolism	614	27	6	82	307	2	4	1	3	6	1	52	6117	10	845	63	44	188	2	22	3	1926	6	0	24	0	36	10	160	2	180	21	455	0	3180	52	20	16	44	2848	219	2	2	1497	0	3734	3003	2170	6157	6213	8	374	2	2	8	10	9	8	46	0	6457	2	73	156	240	0	957	0	0	2982	3	0	2	236	0	1352	0	869	2	5	1	1067	6	4121	0	1	16	8417	378	24	1323	41	1	10944	0	121	350	1465	1526	1	1	320	0	17	2554	3	270	134	26	2452	39	Metabolism; Biosynthesis of Other Secondary Metabolites; Caffeine metabolism
Calcium signaling pathway	84	35	86	14	1112	204	1023	874	1726	136	133	181	1271	688	30	256	92	947	104	142	2651	1177	600	129	46	282	176	176	2	93	114	558	288	145	900	6	4	774	2	34	6	2	671	1520	2	434	4289	298	1591	301	1	70	3	2	2	260	33	3	3	489	385	4	96	157	11	152	138	0	36	2133	432	274	128	162	19	752	68	1480	44	146	2	52	214	405	216	0	162	302	174	1	1543	9	2	474	1	56	88	156	2060	1	300	47	624	247	10	8	2	2	2	24	4	Environmental Information Processing; Signal Transduction; Calcium signaling pathway
Caprolactam degradation	6254	5266	4115	6599	6964	4631	4285	4978	6423	4995	4938	6183	29057	5334	7615	5895	4539	7524	5692	6389	9796	11138	5961	4562	4647	5329	4085	3307	7057	4169	4095	4448	6285	4972	18564	8308	6240	9296	3534	14743	7879	14598	5226	12487	5760	21415	20439	12675	29330	30407	6033	5445	10406	4310	6866	6973	4904	3928	2984	6539	30095	5457	5627	5477	6851	4181	9051	4961	2925	24181	5324	2852	4328	7742	4306	8798	3881	8138	3559	3352	3433	8489	6212	23596	4660	3894	6595	37928	5470	4429	10867	8086	4366	48198	7685	5344	5414	8077	12852	6356	4017	4683	5483	6528	14330	22746	3714	2519	3946	15220	4672	Metabolism; Xenobiotics Biodegradation and Metabolism; Caprolactam degradation
Carbohydrate digestion and absorption	4382	8540	20010	3830	5220	3237	4157	2842	6339	2855	3156	3540	2482	8144	6429	5388	10040	5791	3548	4406	13338	4903	3647	3079	4465	4729	7225	19574	8208	3304	8023	3095	2963	3298	5542	16023	2266	6038	2390	3012	1625	28003	4125	6293	13557	7698	6996	16331	2875	11121	8925	2356	28155	5767	6539	9619	4261	3832	3185	4060	2438	19656	13464	2907	6514	2497	3622	7155	2535	16903	4963	2674	5242	3298	4396	3357	2612	5129	2515	2005	3800	4694	6985	8354	3838	6357	2888	4897	5208	3727	5001	4784	6492	9810	17556	3655	8085	14675	6619	10584	4261	2850	3472	3311	3145	47459	15907	1907	16288	2115	3367	Organismal Systems; Digestive System; Carbohydrate digestion and absorption
Carbohydrate metabolism	85496	111482	160840	120141	63730	69061	79358	103841	97230	91524	82282	103091	79145	108277	103620	95406	105520	83568	96103	104796	91953	88952	119279	80151	88408	109746	118505	120951	79375	75735	99585	109351	78765	99478	107412	116802	101552	78260	67113	79138	93938	108526	117060	70129	103385	73808	93545	76849	78472	139470	80044	61877	77939	68309	76924	109558	122784	76931	70447	99475	80715	117540	97538	77299	116034	74013	77454	76854	63454	114033	77827	56771	88982	104920	83887	64507	62877	85074	68861	67647	62186	94819	85684	104828	99643	68291	118043	108957	93502	77838	78399	96072	74552	112989	128924	87697	121375	100190	115638	94486	82532	80629	82225	91259	79955	81585	104797	46094	84729	72191	71132	Unclassified; Metabolism; Carbohydrate metabolism
Carbon fixation in photosynthetic organisms	291234	362513	481865	373344	246958	234144	252647	333212	340105	295948	267552	333217	269306	354894	335671	303660	342548	300299	315726	334986	303975	298923	363278	263192	286914	346445	371030	384086	291856	270031	326229	346987	251154	309654	335184	364415	308734	303615	243571	263282	292957	455748	351262	265997	316991	337612	331149	265324	264929	420226	289805	212778	306843	258942	273027	377087	395590	302656	274063	318958	288496	364566	304471	258082	358534	246465	270409	248904	210886	372437	263788	192073	290333	341829	269664	238657	216999	280121	230707	217970	250416	308855	302641	348590	321641	287520	366654	361595	302977	272361	256692	301542	256735	362604	401275	290032	378154	326220	345969	297420	276841	263802	277054	303593	261736	416336	320590	154810	268240	270756	237753	Metabolism; Energy Metabolism; Carbon fixation in photosynthetic organisms
Carbon fixation pathways in prokaryotes	462617	536824	677588	584882	372721	373431	381231	498934	521664	455364	416922	525956	441967	518427	513608	468705	513737	453655	496546	521108	381488	466970	476511	414693	448503	527961	556812	549578	470850	454787	495951	517021	408311	495012	520999	545385	444366	386822	392863	433171	439494	666350	515062	379483	458126	426052	463236	388445	424880	665260	441819	349310	459000	422128	454640	578152	562246	526318	462944	471508	436804	520869	447142	410110	550267	391666	443488	396310	334831	516269	439125	288719	452672	538836	425402	358389	344380	433683	361183	341295	436913	510718	469612	530205	500901	489809	560107	605325	475178	420195	402026	464713	394228	600763	524745	462965	552299	494270	531693	435826	435943	422496	431566	454832	440328	608774	463185	238687	391620	430931	356263	Metabolism; Energy Metabolism; Carbon fixation pathways in prokaryotes
Cardiac muscle contraction	136	84	69	89	685	136	367	225	636	357	190	131	293	166	103	213	58	656	142	100	386	438	261	148	159	289	90	175	208	168	113	339	133	189	348	198	171	306	562	33	78	159	335	526	49	302	964	372	408	211	31	69	66	89	83	169	140	156	112	192	202	20	161	132	243	81	130	3	90	844	171	210	78	163	84	463	155	594	63	165	58	123	129	151	199	79	354	239	74	48	618	49	20	226	27	129	43	97	829	54	217	27	457	257	75	60	38	12	141	411	63	Organismal Systems; Circulatory System; Cardiac muscle contraction
Carotenoid biosynthesis	2314	3657	9847	1150	10884	2790	8914	7500	15719	2038	1891	2067	16442	8145	2665	4335	4765	9015	1740	2125	22668	12927	4978	1887	1852	3571	3867	9567	1042	1928	3685	5325	3247	1966	11192	7110	259	10068	443	3956	472	720	6483	13901	5874	9106	38078	12227	19028	9830	999	1562	2648	754	514	6026	1608	383	635	4296	9709	9469	6274	2454	1935	1840	3048	3082	1050	24176	4960	3003	1832	2070	1473	8008	1435	13772	1041	1575	362	2965	4486	9180	2722	538	1668	12404	3562	544	15254	387	1819	17663	7169	1764	2349	9184	19828	4783	3420	1641	5680	2766	3581	2598	7289	531	7554	3720	177	Metabolism; Metabolism of Terpenoids and Polyketides; Carotenoid biosynthesis
Cell cycle	0	0	0	0	289	1	0	0	1	0	0	0	31	0	0	0	0	0	0	0	1480	0	0	0	0	0	0	0	828	0	0	0	2	0	542	18	256	540	331	0	830	100	0	325	146	236	868	166	34	316	334	0	16	731	435	1	0	880	832	0	6	730	210	0	0	0	0	69	0	916	0	0	0	0	0	0	0	0	0	0	549	1	0	155	0	502	2	43	0	131	0	25	846	1354	29	0	0	0	0	480	0	0	0	0	0	13	193	28	1	167	90	Cellular Processes; Cell Growth and Death; Cell cycle
Cell cycle - Caulobacter	253937	298728	394925	328323	205955	201618	213117	298372	289856	256874	232624	286916	213157	296103	284016	267346	279349	245299	272305	290371	221128	253444	320695	228010	244811	303785	321283	305948	243406	236889	278460	310072	222500	273915	283969	279637	256425	225409	206176	220536	243318	372377	308974	205710	244760	243032	251839	187753	205141	342387	242931	186683	278144	213060	234191	311533	340116	256242	227635	267158	222452	269439	235477	225384	306864	218521	231374	204517	184736	269489	227160	164601	250321	295790	228502	200018	186734	237397	204064	190417	217563	269979	250228	282417	282277	245385	316361	291951	264502	228546	216314	247394	206494	263797	303656	252283	319669	258286	291575	230895	239937	233225	238661	259206	220163	342806	250022	131764	198881	228440	197767	Cellular Processes; Cell Growth and Death; Cell cycle - Caulobacter
Cell cycle - yeast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cellular Processes; Cell Growth and Death; Cell cycle - yeast
Cell division	28735	36377	48805	36445	25050	20841	20964	31951	32717	24984	23601	29169	20708	35612	32497	29101	34641	26245	27432	32247	26004	27901	34617	23076	26479	30784	36282	32613	28685	22901	30395	31311	22313	28063	28648	31745	29421	21123	26183	24345	28159	45599	31678	21948	25679	21288	28083	19318	20458	36962	27756	19306	25034	28563	31687	33693	44570	39032	33016	27838	19095	29382	24817	21462	33185	21076	24205	21242	19792	30284	22417	16644	27467	32626	23613	20717	17768	25239	21933	18582	32211	26943	28258	29163	28981	35985	32373	30161	28634	27147	22266	26856	26141	27340	31289	24965	36000	28412	30220	24627	23965	25008	23511	28017	21376	37805	30969	17137	22501	27609	20665	Unclassified; Cellular Processes and Signaling; Cell division
Cell motility and secretion	65444	68747	82827	77185	54170	50326	55549	68362	75759	62255	56944	74491	140239	70163	78169	59596	64951	64227	67327	69933	68894	88726	66810	56566	58460	70963	70535	69078	65596	58970	63977	70050	59659	67594	110866	73632	63771	59365	57077	88759	63448	72003	72787	77313	67966	108866	120795	72916	140239	163798	65176	50591	70207	58143	62077	76674	69761	71250	65353	67910	142158	71592	64694	57888	77476	53564	70174	55465	44503	118959	58329	40444	56247	75400	56786	68968	46389	75025	45328	47060	63117	77959	62110	119210	66559	67620	80114	181521	64293	60330	77305	63729	55127	215939	90096	62597	77474	79628	99421	63489	58170	58018	61530	61732	89777	48038	62465	34764	50281	87548	55986	Unclassified; Cellular Processes and Signaling; Cell motility and secretion
Cellular antigens	2183	1474	1099	3509	3266	2854	3465	3405	6239	2833	3024	4038	10016	3160	2640	2837	1630	4600	3450	3714	7274	5201	2300	2956	2537	2488	2477	1404	6801	3707	1748	2643	2720	3372	6997	6319	4486	2223	7245	4181	4277	7781	3244	5412	4411	5603	12605	3725	10327	9743	6137	2726	2841	9694	11098	3190	1273	15463	12234	3379	8042	3523	4405	3729	3164	3271	4035	4129	2348	8858	3731	1985	1684	3358	2502	4470	2854	5977	1904	2411	12727	3145	2686	6882	2813	13940	3530	11361	2231	5965	6106	4899	6526	12539	5630	3287	1879	2739	7255	3573	2631	1894	3855	2554	5650	1724	3568	2510	4608	6996	4464	Environmental Information Processing; Signaling Molecules and Interaction; Cellular antigens
Chagas disease (American trypanosomiasis)	643	37	13	97	449	26	95	31	161	29	22	80	6192	59	865	118	54	402	17	40	117	2058	66	22	37	57	55	57	163	20	201	122	479	23	3236	178	20	89	46	2854	235	3	100	1594	3	3799	3289	2209	6274	6249	8	389	7	3	11	46	14	9	49	53	6510	4	92	173	298	14	983	1	4	3199	38	42	17	271	4	1497	17	1053	8	32	1	1088	34	4153	40	2	91	8456	390	27	1534	41	11	11000	2	137	361	1491	1787	2	39	324	134	71	2560	8	278	136	69	2484	43	Human Diseases; Infectious Diseases; Chagas disease (American trypanosomiasis)
Chaperones and folding catalysts	452466	527855	706427	572683	373433	351984	376250	515779	520011	446597	406941	503215	438340	523081	512679	469235	504287	440638	476657	512441	436923	464461	541177	398375	428887	519221	566976	561397	429132	411226	489345	525261	389216	472047	534744	520411	447731	403187	358508	412643	431197	677360	530245	400766	436659	463954	501312	377775	428185	679158	421207	328303	481880	382471	428043	554831	587638	473554	415389	475377	446444	494688	426898	392220	540816	377799	415191	361405	322120	552051	398704	288002	433999	517222	399378	366309	325899	432388	353400	326061	398994	473663	446560	548761	488983	450952	540100	597502	461242	393006	397001	435738	364340	593838	531806	437618	572934	483821	531647	410644	414190	406376	423733	454109	409130	637906	456259	231533	376924	431199	338078	"Genetic Information Processing; Folding, Sorting and Degradation; Chaperones and folding catalysts"
Chloroalkane and chloroalkene degradation	118016	147911	207258	166730	75221	98876	106584	141076	140507	128130	117071	146380	100909	147661	134696	125830	138956	116197	138993	141303	82626	127676	142517	117448	122332	150675	160796	149522	110730	121025	139720	154925	109284	142913	122680	142486	109203	88325	94544	107493	103672	145291	152805	77169	118584	99900	108356	95448	96335	139965	108952	92139	92652	93204	95998	157532	165295	105814	98090	126716	94857	138554	113095	112251	155062	110077	113575	103221	97458	108899	117619	80853	116290	149801	116532	87197	93029	118118	97584	99189	91441	141861	126230	113486	144008	99990	157416	129986	132830	108833	109311	113198	93886	114632	131117	127290	142848	131848	149928	112257	120210	116764	113946	124570	113950	121880	121679	58219	105741	97640	89388	Metabolism; Xenobiotics Biodegradation and Metabolism; Chloroalkane and chloroalkene degradation
Chlorocyclohexane and chlorobenzene degradation	4442	5463	6395	5906	5090	3701	4519	5824	9107	3493	4018	5007	17447	6262	5532	4788	5025	5992	4297	6069	9441	9315	5763	3720	3980	4221	4524	2807	2576	2919	3473	4644	3386	4134	10416	3344	4081	6915	2702	8461	4146	2911	5896	8773	3253	10507	19752	5878	18412	14733	2929	3740	2129	1395	1839	5079	6715	1095	1237	4791	15860	2998	3046	3932	5226	3729	5905	1693	3280	14264	3825	2943	3063	5285	3391	7485	2732	8647	2996	2963	1049	4671	4434	11660	4072	1089	5075	19620	4074	3091	9471	3849	2196	23884	6278	3659	4774	5734	11577	3223	3516	3488	4726	4479	7991	1386	3418	2685	1796	8454	3527	Metabolism; Xenobiotics Biodegradation and Metabolism; Chlorocyclohexane and chlorobenzene degradation
Cholinergic synapse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Nervous System; Cholinergic synapse
Chromosome	797767	939055	1230586	1015298	627605	634235	673030	890334	906170	801209	729406	913758	639858	919762	899898	826399	901240	770238	863848	909447	718267	778472	910788	722026	773429	924456	999265	1012431	742036	756093	872687	924040	692156	856067	847075	913164	769004	714971	624885	679575	729410	1139115	930745	657265	786968	743058	761641	632837	612525	1059014	728024	586126	821482	647363	709648	997752	1000685	774998	691887	841018	667658	887091	763766	704040	971851	683199	730288	649967	582202	879880	727295	517754	779069	917606	731860	622045	591650	744508	625441	594399	651348	845333	798095	870350	878030	734839	981316	877079	813094	698634	673662	765928	637209	806353	945073	788708	1016219	849665	900040	730399	752889	724739	757176	800154	691595	1036702	796915	403159	667331	692308	593092	Genetic Information Processing; Replication and Repair; Chromosome
